Year,LocationAbbr,LocationDesc,Question,Category,StratificationCategory1,Stratification1,StratificationCategory2,Stratification2,Response,DataValueType,Data_Value,Data_Value_Footnote_Symbol,Data_Value_Footnote,Low_Confidence_Limit,High_Confidence_Limit,WeightedNumber,FootnoteText,Url,FootnoteType
2017,US,"United States, DC & Territories",Marital status among adults 18 years of age or older,Demographics,Disability Status,Any Disability,,,Never Married,Age-adjusted Prevalence,29.7,,,29,30.4,13586007,,,
2016,US,"United States, DC & Territories",Marital status among adults 18 years of age or older,Demographics,Disability Status,Any Disability,,,Never Married,Age-adjusted Prevalence,29.3,,,28.6,30,12641073,,,
2020,US,"United States, DC & Territories",Marital status among adults 18 years of age or older,Demographics,Disability Type,Cognitive Disability,,,Never Married,Age-adjusted Prevalence,34.4,,,33.4,35.5,8737404,,,
2019,US,"United States, DC & Territories",Marital status among adults 18 years of age or older,Demographics,Disability Type,Cognitive Disability,,,Never Married,Age-adjusted Prevalence,32.6,,,31.7,33.4,8767662,,,
2018,US,"United States, DC & Territories",Marital status among adults 18 years of age or older,Demographics,Disability Type,Cognitive Disability,,,Never Married,Age-adjusted Prevalence,32.9,,,32,33.7,8634987,,,
2017,US,"United States, DC & Territories",Marital status among adults 18 years of age or older,Demographics,Disability Type,Cognitive Disability,,,Never Married,Age-adjusted Prevalence,32.4,,,31.5,33.3,8251517,,,
2016,US,"United States, DC & Territories",Marital status among adults 18 years of age or older,Demographics,Disability Type,Cognitive Disability,,,Never Married,Age-adjusted Prevalence,31.6,,,30.7,32.4,7473703,,,
2020,US,"United States, DC & Territories",Marital status among adults 18 years of age or older,Demographics,Disability Type,Hearing Disability,,,Never Married,Age-adjusted Prevalence,23.9,,,22,25.8,1801949,,,
2019,US,"United States, DC & Territories",Marital status among adults 18 years of age or older,Demographics,Disability Type,Hearing Disability,,,Never Married,Age-adjusted Prevalence,23.6,,,21.9,25.4,1817329,,,
2018,US,"United States, DC & Territories",Marital status among adults 18 years of age or older,Demographics,Disability Type,Hearing Disability,,,Never Married,Age-adjusted Prevalence,23.3,,,21.6,25.2,1830053,,,
2017,US,"United States, DC & Territories",Marital status among adults 18 years of age or older,Demographics,Disability Type,Hearing Disability,,,Never Married,Age-adjusted Prevalence,23.6,,,21.8,25.5,1686796,,,
2016,US,"United States, DC & Territories",Marital status among adults 18 years of age or older,Demographics,Disability Type,Hearing Disability,,,Never Married,Age-adjusted Prevalence,24,,,22.3,25.7,1602807,,,
2020,US,"United States, DC & Territories",Marital status among adults 18 years of age or older,Demographics,Disability Type,Mobility Disability,,,Never Married,Age-adjusted Prevalence,25.6,,,23.9,27.3,4290474,,,
2019,US,"United States, DC & Territories",Marital status among adults 18 years of age or older,Demographics,Disability Type,Mobility Disability,,,Never Married,Age-adjusted Prevalence,25.7,,,24.5,27,4915913,,,
2018,US,"United States, DC & Territories",Marital status among adults 18 years of age or older,Demographics,Disability Type,Mobility Disability,,,Never Married,Age-adjusted Prevalence,25.8,,,24.6,27,4889177,,,
2017,US,"United States, DC & Territories",Marital status among adults 18 years of age or older,Demographics,Disability Type,Mobility Disability,,,Never Married,Age-adjusted Prevalence,23.9,,,22.7,25.2,4823920,,,
2016,US,"United States, DC & Territories",Marital status among adults 18 years of age or older,Demographics,Disability Type,Mobility Disability,,,Never Married,Age-adjusted Prevalence,24.5,,,23.4,25.6,4634518,,,
2020,US,"United States, DC & Territories",Marital status among adults 18 years of age or older,Demographics,Disability Type,Vision Disability,,,Never Married,Age-adjusted Prevalence,32.2,,,30.3,34.1,2907754,,,
2019,US,"United States, DC & Territories",Marital status among adults 18 years of age or older,Demographics,Disability Type,Vision Disability,,,Never Married,Age-adjusted Prevalence,31.1,,,29.5,32.8,2824785,,,
2018,US,"United States, DC & Territories",Marital status among adults 18 years of age or older,Demographics,Disability Type,Vision Disability,,,Never Married,Age-adjusted Prevalence,30.1,,,28.5,31.7,2731398,,,
2017,US,"United States, DC & Territories",Marital status among adults 18 years of age or older,Demographics,Disability Type,Vision Disability,,,Never Married,Age-adjusted Prevalence,28.9,,,27.3,30.7,2412605,,,
2016,US,"United States, DC & Territories",Marital status among adults 18 years of age or older,Demographics,Disability Type,Vision Disability,,,Never Married,Age-adjusted Prevalence,30.1,,,28.4,31.8,2429575,,,
2020,US,"United States, DC & Territories",Marital status among adults 18 years of age or older,Demographics,Disability Type,Self-care Disability,,,Never Married,Age-adjusted Prevalence,26.2,,,23.6,29.1,1453514,,,
2019,US,"United States, DC & Territories",Marital status among adults 18 years of age or older,Demographics,Disability Type,Self-care Disability,,,Never Married,Age-adjusted Prevalence,25.4,,,23.4,27.5,1672866,,,
2018,US,"United States, DC & Territories",Marital status among adults 18 years of age or older,Demographics,Disability Type,Self-care Disability,,,Never Married,Age-adjusted Prevalence,26.8,,,24.7,29.1,1683672,,,
2017,US,"United States, DC & Territories",Marital status among adults 18 years of age or older,Demographics,Disability Type,Self-care Disability,,,Never Married,Age-adjusted Prevalence,24.3,,,22.3,26.5,1655825,,,
2016,US,"United States, DC & Territories",Marital status among adults 18 years of age or older,Demographics,Disability Type,Self-care Disability,,,Never Married,Age-adjusted Prevalence,23.7,,,21.7,25.7,1429614,,,
2020,US,"United States, DC & Territories",Marital status among adults 18 years of age or older,Demographics,Disability Type,Independent Living Disability,,,Never Married,Age-adjusted Prevalence,30.7,,,29.3,32.2,3751431,,,
2019,US,"United States, DC & Territories",Marital status among adults 18 years of age or older,Demographics,Disability Type,Independent Living Disability,,,Never Married,Age-adjusted Prevalence,31.1,,,29.9,32.3,4086765,,,
2018,US,"United States, DC & Territories",Marital status among adults 18 years of age or older,Demographics,Disability Type,Independent Living Disability,,,Never Married,Age-adjusted Prevalence,30.8,,,29.6,32,3975019,,,
2017,US,"United States, DC & Territories",Marital status among adults 18 years of age or older,Demographics,Disability Type,Independent Living Disability,,,Never Married,Age-adjusted Prevalence,30.5,,,29.2,31.9,4031750,,,
2016,US,"United States, DC & Territories",Marital status among adults 18 years of age or older,Demographics,Disability Type,Independent Living Disability,,,Never Married,Age-adjusted Prevalence,27.9,,,26.7,29.2,3355552,,,
2020,US,"United States, DC & Territories",Marital status among adults 18 years of age or older,Demographics,Disability Status,No Disability,,,Never Married,Age-adjusted Prevalence,26.5,,,26.1,26.9,46010695,,,
2019,US,"United States, DC & Territories",Marital status among adults 18 years of age or older,Demographics,Disability Status,No Disability,,,Never Married,Age-adjusted Prevalence,25.9,,,25.6,26.3,43269051,,,
2018,US,"United States, DC & Territories",Marital status among adults 18 years of age or older,Demographics,Disability Status,No Disability,,,Never Married,Age-adjusted Prevalence,26.2,,,25.9,26.6,45703185,,,
2017,US,"United States, DC & Territories",Marital status among adults 18 years of age or older,Demographics,Disability Status,No Disability,,,Never Married,Age-adjusted Prevalence,25.9,,,25.5,26.2,44895740,,,
2016,US,"United States, DC & Territories",Marital status among adults 18 years of age or older,Demographics,Disability Status,No Disability,,,Never Married,Age-adjusted Prevalence,25.8,,,25.5,26.1,45539059,,,
2020,US,"United States, DC & Territories",Employment status among adults 18 years of age or older,Demographics,Disability Status,Any Disability,,,Employed,Age-adjusted Prevalence,41.7,,,40.8,42.5,21016556,,,
2019,US,"United States, DC & Territories",Employment status among adults 18 years of age or older,Demographics,Disability Status,Any Disability,,,Employed,Age-adjusted Prevalence,43.6,,,42.9,44.3,23086295,,,
2018,US,"United States, DC & Territories",Employment status among adults 18 years of age or older,Demographics,Disability Status,Any Disability,,,Employed,Age-adjusted Prevalence,41.8,,,41.1,42.5,22258779,,,
2017,US,"United States, DC & Territories",Employment status among adults 18 years of age or older,Demographics,Disability Status,Any Disability,,,Employed,Age-adjusted Prevalence,40.4,,,39.7,41.2,21024572,,,
2016,US,"United States, DC & Territories",Employment status among adults 18 years of age or older,Demographics,Disability Status,Any Disability,,,Employed,Age-adjusted Prevalence,39.7,,,39,40.4,19775468,,,
2020,US,"United States, DC & Territories",Employment status among adults 18 years of age or older,Demographics,Disability Type,Cognitive Disability,,,Employed,Age-adjusted Prevalence,37.9,,,36.8,39,9700830,,,
2019,US,"United States, DC & Territories",Employment status among adults 18 years of age or older,Demographics,Disability Type,Cognitive Disability,,,Employed,Age-adjusted Prevalence,39.5,,,38.6,40.4,10776220,,,
2018,US,"United States, DC & Territories",Employment status among adults 18 years of age or older,Demographics,Disability Type,Cognitive Disability,,,Employed,Age-adjusted Prevalence,37.7,,,36.8,38.6,10111672,,,
2017,US,"United States, DC & Territories",Employment status among adults 18 years of age or older,Demographics,Disability Type,Cognitive Disability,,,Employed,Age-adjusted Prevalence,36.3,,,35.3,37.2,9504840,,,
2016,US,"United States, DC & Territories",Employment status among adults 18 years of age or older,Demographics,Disability Type,Cognitive Disability,,,Employed,Age-adjusted Prevalence,35.4,,,34.5,36.3,8673472,,,
2020,US,"United States, DC & Territories",Employment status among adults 18 years of age or older,Demographics,Disability Type,Hearing Disability,,,Employed,Age-adjusted Prevalence,50.9,,,49,52.8,4896854,,,
2019,US,"United States, DC & Territories",Employment status among adults 18 years of age or older,Demographics,Disability Type,Hearing Disability,,,Employed,Age-adjusted Prevalence,50.2,,,48.5,52,4999527,,,
2018,US,"United States, DC & Territories",Employment status among adults 18 years of age or older,Demographics,Disability Type,Hearing Disability,,,Employed,Age-adjusted Prevalence,49.4,,,47.6,51.3,5109446,,,
2017,US,"United States, DC & Territories",Employment status among adults 18 years of age or older,Demographics,Disability Type,Hearing Disability,,,Employed,Age-adjusted Prevalence,48.2,,,46.3,50.1,4635740,,,
2016,US,"United States, DC & Territories",Employment status among adults 18 years of age or older,Demographics,Disability Type,Hearing Disability,,,Employed,Age-adjusted Prevalence,46.7,,,44.9,48.5,4219876,,,
2020,US,"United States, DC & Territories",Employment status among adults 18 years of age or older,Demographics,Disability Type,Mobility Disability,,,Employed,Age-adjusted Prevalence,30.9,,,29.3,32.7,6040733,,,
2019,US,"United States, DC & Territories",Employment status among adults 18 years of age or older,Demographics,Disability Type,Mobility Disability,,,Employed,Age-adjusted Prevalence,32.7,,,31.4,34,7361786,,,
2018,US,"United States, DC & Territories",Employment status among adults 18 years of age or older,Demographics,Disability Type,Mobility Disability,,,Employed,Age-adjusted Prevalence,30.5,,,29.3,31.8,7046981,,,
2017,US,"United States, DC & Territories",Employment status among adults 18 years of age or older,Demographics,Disability Type,Mobility Disability,,,Employed,Age-adjusted Prevalence,30.4,,,29.1,31.7,7219686,,,
2016,US,"United States, DC & Territories",Employment status among adults 18 years of age or older,Demographics,Disability Type,Mobility Disability,,,Employed,Age-adjusted Prevalence,28.4,,,27.3,29.5,6738469,,,
2020,US,"United States, DC & Territories",Employment status among adults 18 years of age or older,Demographics,Disability Type,Vision Disability,,,Employed,Age-adjusted Prevalence,40.7,,,38.6,42.8,4152515,,,
2019,US,"United States, DC & Territories",Employment status among adults 18 years of age or older,Demographics,Disability Type,Vision Disability,,,Employed,Age-adjusted Prevalence,41.8,,,40.2,43.4,4151590,,,
2018,US,"United States, DC & Territories",Employment status among adults 18 years of age or older,Demographics,Disability Type,Vision Disability,,,Employed,Age-adjusted Prevalence,39.9,,,38.3,41.6,4060766,,,
2017,US,"United States, DC & Territories",Employment status among adults 18 years of age or older,Demographics,Disability Type,Vision Disability,,,Employed,Age-adjusted Prevalence,37.8,,,36,39.6,3589221,,,
2016,US,"United States, DC & Territories",Employment status among adults 18 years of age or older,Demographics,Disability Type,Vision Disability,,,Employed,Age-adjusted Prevalence,38.1,,,36.4,39.8,3458672,,,
2020,US,"United States, DC & Territories",Employment status among adults 18 years of age or older,Demographics,Disability Type,Self-care Disability,,,Employed,Age-adjusted Prevalence,20.4,,,17.9,23.2,1161327,,,
2019,US,"United States, DC & Territories",Employment status among adults 18 years of age or older,Demographics,Disability Type,Self-care Disability,,,Employed,Age-adjusted Prevalence,22.9,,,21,24.9,1512259,,,
